Name,Base Model BA,Grid Model BA,BA Difference,Base Model F1,Grid Model F1,F1 Difference
Easy Ensemble AdaBoost,0.8679245283018868,0.8679245283018868,0.00%,0.8660423328765038,0.8660423328765038,0.00%
