Name,Base Model BA,Grid Model BA,BA Difference,Base Model F1,Grid Model F1,F1 Difference
Balanced Random Forest,0.8962264150943396,0.9103773584905661,1.58%,0.8963160493827159,0.9068329890354362,1.17%
