Name,Base Model BA,Grid Model BA,BA Difference,Base Model F1,Grid Model F1,F1 Difference
Balanced Random Forest,0.8815496098104794,0.87688127090301,-0.53%,0.8873458780321509,0.8902694123706103,0.33%
