Name,Base Model BA,Grid Model BA,BA Difference,Base Model F1,Grid Model F1,F1 Difference
Easy Ensemble AdaBoost,0.8524247491638797,0.8551421404682273,0.32%,0.8580660055457039,0.8616244737952081,0.41%
