STRUCTURE_ID,MolWt,EXACT_MASS,logP,MW,HBD,HBA,TPSA,Flexibility,Rotatable Bonds,MolWt,ExactMolWt,qed,HeavyAtomMolWt,MolLogP,MolMR,FractionCSP3,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,TPSA,FpDensityMorgan1,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa2,LabuteASA,PEOE_VSA10,PEOE_VSA2,SMR_VSA10,SMR_VSA4,SlogP_VSA2,SlogP_VSA6,MaxEStateIndex,MinEStateIndex,EState_VSA3,EState_VSA8,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount
00YRB22-059-096,443.454,443.1,4.657,443.4,2,6,79.8,0.2059,7,443.454,443.1027658,0.449356304,427.326,5.08712,112.2859,0.142857143,158,0.415920626,-0.347961066,79.8,1.129032258,1.460192389,1255.232981,-3.53,10646370.75,8.305426186,178.712638,0,4.794537184,38.4100075,0,21.08852187,54.72778012,12.83472339,-4.423612999,27.59302496,25.81491935,31,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4
00YRB22-059-097,443.454,443.1,4.657,443.4,2,6,79.8,0.2059,7,443.454,443.1027658,0.449356304,427.326,5.08712,112.2859,0.142857143,158,0.415920626,-0.347961066,79.8,1.096774194,1.460192389,1255.232981,-3.53,10646370.75,8.305426186,178.7441844,11.64226728,4.794537184,38.4100075,0,20.85911529,54.72778012,12.83509718,-4.423166956,33.41742946,25.58551277,31,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4
00YRB22-059-098,409.433,409.1,3.634,409.4,2,5,63.25,0.3,9,409.433,409.1071825,0.571308722,391.289,4.3034,102.5999,0.263157895,148,0.415920626,-0.3828611,63.25,1.214285714,1.66181074,972.4574091,-2.65,2088486.47,8.573995712,163.0912237,0,4.794537184,32.59214472,0,31.15259416,42.46456948,12.77572274,-4.410493024,24.27854135,15.61755573,28,2,5,0,0,0,2,1,3,5,2,9,7,0,0,0,3
00YRB22-059-099,405.445,405.1,4.517,405.4,2,4,54.02,0.2258,7,405.445,405.1122679,0.612758525,387.301,5.2095,103.4959,0.3,146,0.415920626,-0.358757817,54.02,1.178571429,1.43230777,1011.343713,-2.61,2063765.716,7.425836978,163.3367894,0,4.794537184,32.59214472,0,16.93299908,42.46456948,12.790256,-4.400346139,17.16874381,15.61755573,28,2,4,1,0,1,2,1,3,4,2,8,5,1,0,1,4
00YRB22-059-100,408.405,408.1,2.534,408.4,3,6,97.11,0.2667,8,408.405,408.0867814,0.583780043,393.285,3.1423,99.9183,0.166666667,146,0.415920626,-0.368140876,97.11,1.142857143,1.685990715,1033.087772,-3.14,1787659.486,7.847806797,161.1141492,0,9.589074368,38.49932445,5.733667477,23.34309439,42.46456948,12.75828328,-4.433052671,21.77516218,15.61755573,28,4,6,0,0,0,2,1,3,5,3,10,6,0,0,0,3
00YRB22-059-101,407.417,407.1,3.491,407.4,2,5,63.25,0.2258,7,407.417,407.0915324,0.66978796,391.289,4.0558,100.4639,0.263157895,146,0.415920626,-0.377004426,63.25,1.214285714,1.43230777,1015.071652,-2.65,2063765.716,7.402286771,162.0853925,0,4.794537184,32.59214472,0,30.14676301,42.46456948,12.78333558,-4.408158639,24.34066691,15.61755573,28,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-102,405.445,405.1,4.601,405.4,2,4,54.02,0.2258,7,405.445,405.1122679,0.623509691,387.301,5.0654,103.4259,0.3,146,0.415920626,-0.358475649,54.02,1.25,1.434348665,1030.952973,-2.61,2649227.508,7.087497907,163.3367894,0,4.794537184,32.59214472,5.917906046,16.93299908,42.46456948,12.78917694,-4.401558523,23.08664986,22.54129293,28,2,4,1,0,1,2,1,3,4,2,8,5,1,0,1,4
00YRB22-059-103,405.445,405.1,4.47,405.4,2,4,54.02,0.2258,7,405.445,405.1122679,0.612758525,387.301,5.2095,103.4959,0.3,146,0.415920626,-0.356330162,54.02,1.214285714,1.448922291,1040.597102,-2.61,2507992.89,6.771766177,163.3367894,0,4.794537184,32.59214472,0,16.4300835,42.46456948,12.79157252,-4.40227774,11.12690298,22.54129293,28,2,4,1,0,1,2,1,3,4,2,8,5,1,0,1,4
00YRB22-059-104,404.417,404.1,3.846,404.4,2,5,77.81,0.3,9,404.417,404.0918668,0.590186876,389.297,4.57068,100.9539,0.210526316,144,0.415920626,-0.360453134,77.81,1.214285714,1.671568137,1039.570154,-3.12,2088486.47,8.269777981,162.3702582,0,4.794537184,32.59214472,0,17.43591466,42.46456948,12.76683726,-4.420427604,29.22403949,15.61755573,28,2,5,0,0,0,2,1,3,5,2,9,6,0,0,0,3
00YRB22-059-105,418.4,418.1,3.999,418.4,2,6,80.05,0.2188,7,418.4,418.0711313,0.478048782,405.296,4.9767,102.0199,0.105263158,148,0.415920626,-0.362509898,80.05,1.172413793,1.456485345,1155.943277,-3.4,5158482.674,7.54987767,165.9052799,11.95054927,4.794537184,38.279531,0,16.04782151,59.44767098,12.79524889,-4.421139701,27.46254846,20.77421899,29,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4
00YRB22-059-106,418.4,418.1,3.999,418.4,2,6,80.05,0.2188,7,418.4,418.0711313,0.478048782,405.296,4.9767,102.0199,0.105263158,148,0.415920626,-0.347961066,80.05,1.137931034,1.456485345,1155.943277,-3.4,5158482.674,7.54987767,165.9052799,0,10.11132579,38.47632692,0,16.04782151,59.25087506,12.79457983,-4.421946993,27.65934438,20.77421899,29,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4
00YRB22-059-107,418.4,418.1,3.999,418.4,2,6,80.05,0.2188,7,418.4,418.0711313,0.478048782,405.296,4.9767,102.0199,0.105263158,148,0.415920626,-0.431925752,80.05,1.172413793,1.456485345,1155.943277,-3.4,5158482.674,7.54987767,165.9539236,6.263162996,10.11132579,38.60680343,0,15.87513677,59.34172698,12.79413378,-4.422485187,27.78982089,20.60153425,29,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4
00YRB22-059-108,421.444,421.1,3.826,421.4,2,5,63.25,0.2188,7,421.444,421.1071825,0.639221985,403.3,4.4459,105.0809,0.3,152,0.415920626,-0.379238089,63.25,1.24137931,1.427738104,1029.228484,-2.65,5158482.674,7.998300028,168.4503347,0,4.794537184,32.59214472,0,30.14676301,42.46456948,12.80582693,-4.409135202,17.73378495,15.61755573,29,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-109,421.444,421.1,3.826,421.4,2,5,63.25,0.2188,7,421.444,421.1071825,0.639221985,403.3,4.4459,105.0809,0.3,152,0.415920626,-0.379238089,63.25,1.24137931,1.427738104,1029.228484,-2.65,5158482.674,7.998300028,168.4503347,0,4.794537184,32.59214472,0,30.14676301,42.46456948,12.80582693,-4.409135202,17.73378495,15.61755573,29,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-110,421.444,421.1,3.695,421.4,2,5,63.25,0.25,8,421.444,421.1071825,0.622951454,403.3,4.3034,105.0329,0.3,152,0.415920626,-0.380553232,63.25,1.206896552,1.4000801,1031.228484,-2.65,3368247.501,7.998300028,168.4503347,0,4.794537184,32.59214472,5.917906046,30.64967859,42.46456948,12.80115591,-4.408106657,17.04480903,15.61755573,29,2,5,0,1,1,2,1,3,5,2,9,6,0,1,1,4
00YRB22-059-111,421.444,421.1,3.826,421.4,2,5,63.25,0.2188,7,421.444,421.1071825,0.639221985,403.3,4.4459,105.0809,0.3,152,0.415920626,-0.379238089,63.25,1.24137931,1.427738104,1029.228484,-2.65,5158482.674,7.998300028,168.4503347,0,4.794537184,32.59214472,0,30.14676301,42.46456948,12.80582693,-4.409135202,17.73378495,15.61755573,29,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-112,435.471,435.1,4.116,435.5,2,5,63.25,0.2121,7,435.471,435.1228325,0.602336098,415.311,4.836,109.6979,0.333333333,158,0.415920626,-0.38128979,63.25,1.166666667,1.416586376,1045.397778,-2.65,7653697.71,8.608932419,174.8152768,0,4.794537184,32.59214472,0,30.14676301,42.46456948,12.82663624,-4.409108169,17.16874381,15.61755573,30,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-113,434.487,434.1,3.799,434.5,2,5,57.26,0.2121,7,434.487,434.138817,0.626599758,413.319,4.3611,111.7589,0.333333333,158,0.415920626,-0.357417118,57.26,1.266666667,1.418702029,1065.831249,-2.65,7107858.097,8.233452116,175.4615652,0,4.794537184,32.59214472,0,41.9700936,42.46456948,12.82953576,-4.405870982,17.16874381,27.56513744,30,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-114,432.427,432.1,3.898,432.4,2,6,80.05,0.2424,8,432.427,432.0867814,0.45558643,417.307,4.8452,106.0639,0.15,154,0.415920626,-0.451421417,80.05,1.133333333,1.416586353,1172.484844,-3.4,8584267.683,8.149617036,172.3188657,6.263162996,4.794537184,32.59214472,0,15.87513677,59.53852291,12.81145193,-4.419995794,22.80321787,20.60153425,30,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-115,442.466,442.1,3.907,442.5,2,5,66.91,0.2353,8,442.466,442.1075168,0.427963516,425.33,5.2522,113.7979,0.136363636,158,0.415920626,-0.355832263,66.91,1,1.412842571,1208.338174,-3.46,12809583.4,8.726543924,179.5245364,0,9.778515705,32.59214472,0,15.87513677,66.86051426,12.83270206,-4.417120298,22.80321787,20.60153425,31,2,5,0,0,0,2,2,4,5,2,9,6,0,0,0,4
00YRB22-059-116,442.466,442.1,3.907,442.5,2,5,66.91,0.2353,8,442.466,442.1075168,0.427963516,425.33,5.2522,113.7979,0.136363636,158,0.415920626,-0.357408149,66.91,0.967741935,1.412842571,1208.338174,-3.46,12809583.4,8.726543924,179.5245364,0,9.778515705,32.59214472,0,15.87513677,66.99099076,12.83339218,-4.416300467,17.67165939,20.60153425,31,2,5,0,0,0,2,2,4,5,2,9,6,0,0,0,4
00YRB22-059-117,442.466,442.1,3.907,442.5,2,5,66.91,0.2353,8,442.466,442.1075168,0.427963516,425.33,5.2522,113.7979,0.136363636,158,0.415920626,-0.357351228,66.91,1,1.412842571,1208.338174,-3.46,12809583.4,8.726543924,179.5245364,0,9.778515705,32.59214472,0,15.87513677,66.99099076,12.83307585,-4.416674255,17.67165939,20.60153425,31,2,5,0,0,0,2,2,4,5,2,9,6,0,0,0,4
00YRB22-059-118,448.514,448.2,4.017,448.5,2,5,57.26,0.2059,7,448.514,448.154467,0.59150398,425.33,4.7512,116.3759,0.363636364,164,0.415920626,-0.358658404,57.26,1.193548387,1.402868303,1074.048416,-2.65,10923660.98,8.83932481,181.8265073,0,4.794537184,32.59214472,0,41.9700936,42.46456948,12.84788636,-4.406232672,17.16874381,27.56513744,31,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-119,448.514,448.2,4.179,448.5,2,5,57.26,0.2647,9,448.514,448.154467,0.54766204,425.33,4.7528,116.3979,0.363636364,164,0.415920626,-0.360201498,57.26,1.129032258,1.355113992,1060.335787,-2.65,13885137.41,9.233449685,181.8265073,0,4.794537184,32.59214472,0,41.9700936,42.46456948,12.83852907,-4.405311807,11.12690298,20.51746546,31,2,5,0,1,1,2,1,3,5,2,9,7,0,1,1,4
00YRB22-059-120,443.454,443.1,4.199,443.4,2,6,79.8,0.2353,8,443.454,443.1027658,0.453657303,427.326,4.6472,111.5929,0.142857143,158,0.415920626,-0.355830015,79.8,1.064516129,1.412842571,1210.597363,-3.53,12809583.4,8.683155376,178.7441844,6.327320075,4.794537184,32.59214472,0,20.85911529,61.05510019,12.82993198,-4.420206717,22.80321787,25.58551277,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-121,469.51,469.1,3.479,469.5,2,6,88.16,0.2059,7,469.51,469.0741681,0.592877425,451.366,3.8441,112.9157,0.3,164,0.415920626,-0.357698819,88.16,1.193548387,1.427093474,1239.186185,-2.66,9022649.789,8.117396489,179.9621878,0,4.794537184,42.42939786,0,36.85650328,42.46456948,12.82093864,-4.438836443,28.1959838,15.61755573,31,2,6,0,1,1,2,1,3,6,2,11,5,0,1,1,4
00YRB22-059-122,446.458,446.1,3.649,446.4,2,7,84.73,0.2353,8,446.458,446.1136648,0.468023727,429.322,3.9857,110.5639,0.2,160,0.415920626,-0.354180391,84.73,1.161290323,1.418263467,1233.111352,-3.47,12159010.62,8.341488953,178.496712,6.327320075,4.794537184,32.59214472,7.047671983,25.65562151,48.79188955,12.83151366,-4.420860846,22.80321787,25.81491935,31,2,7,0,0,0,2,2,4,7,2,11,6,0,0,0,4
00YRB22-059-123,448.514,448.2,3.928,448.5,2,5,57.26,0.2353,8,448.514,448.154467,0.578418725,425.33,4.6087,116.3279,0.363636364,164,0.415920626,-0.361159407,57.26,1.258064516,1.379274139,1082.048416,-2.65,11848065.47,8.83932481,181.8265073,0,4.794537184,32.59214472,5.917906046,42.47300918,42.46456948,12.84246777,-4.406096212,17.04480903,27.56513744,31,2,5,0,1,1,2,1,3,5,2,9,6,0,1,1,4
00YRB22-059-124,443.454,443.1,4.199,443.4,2,6,79.8,0.2353,8,443.454,443.1027658,0.453657303,427.326,4.6472,111.5929,0.142857143,158,0.415920626,-0.355771294,79.8,1.064516129,1.412842571,1210.597363,-3.53,12809583.4,8.683155376,178.7441844,0,14.76249423,32.59214472,0,20.85911529,61.05510019,12.82961564,-4.420580505,22.80321787,25.58551277,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-125,448.514,448.2,4.133,448.5,2,5,57.26,0.2353,8,448.514,448.154467,0.571464622,425.33,4.7512,116.3759,0.363636364,164,0.415920626,-0.35991497,57.26,1.258064516,1.389979857,1082.048416,-2.65,12159010.62,8.83932481,181.8265073,0,4.794537184,32.59214472,0,41.9700936,42.46456948,12.84417889,-4.406599574,17.16874381,27.56513744,31,2,5,0,1,1,2,1,3,5,2,9,6,0,1,1,4
00YRB22-059-126,448.514,448.2,4.107,448.5,2,5,57.26,0.2059,7,448.514,448.154467,0.59150398,425.33,4.7512,116.3759,0.363636364,164,0.415920626,-0.357466209,57.26,1.258064516,1.413480206,1082.048416,-2.65,10646370.75,8.83932481,181.8265073,0,4.794537184,32.59214472,0,41.9700936,42.46456948,12.84959749,-4.406736034,17.16874381,27.56513744,31,2,5,0,1,1,2,1,3,5,2,9,5,0,1,1,4
00YRB22-059-127,445.47,445.1,4.112,445.5,2,6,71.84,0.2353,8,445.47,445.1184159,0.455442128,427.326,4.5907,112.7689,0.19047619,160,0.415920626,-0.35729118,71.84,1.129032258,1.410721612,1231.211383,-3.4,11848065.47,8.383625731,179.277064,0,9.476340119,32.59214472,7.047671983,20.67164299,54.85825662,12.83307585,-4.416674255,17.67165939,20.71623754,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-128,445.47,445.1,4.112,445.5,2,6,71.84,0.2353,8,445.47,445.1184159,0.455442128,427.326,4.5907,112.7689,0.19047619,160,0.415920626,-0.35576071,71.84,1.129032258,1.410721612,1231.211383,-3.4,11848065.47,8.383625731,179.277064,0,9.476340119,32.59214472,7.047671983,20.67164299,54.72778012,12.83270206,-4.417120298,22.80321787,20.71623754,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-129,445.47,445.1,4.112,445.5,2,6,71.84,0.2353,8,445.47,445.1184159,0.455442128,427.326,4.5907,112.7689,0.19047619,160,0.415920626,-0.355771501,71.84,1.161290323,1.410721612,1231.211383,-3.4,11848065.47,8.383625731,179.3086105,0,4.794537184,32.59214472,7.047671983,20.44223642,54.98873313,12.83270206,-4.417120298,22.80321787,20.60153425,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-130,445.47,445.1,4.112,445.5,2,6,71.84,0.2353,8,445.47,445.1184159,0.455442128,427.326,4.5907,112.7689,0.19047619,160,0.415920626,-0.354255452,71.84,1.161290323,1.418263467,1231.211383,-3.4,12159010.62,8.383625731,179.3086105,5.824404498,4.794537184,32.59214472,7.047671983,20.44223642,54.85825662,12.83460008,-4.417400638,22.80321787,20.60153425,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-131,443.454,443.1,4.199,443.4,2,6,79.8,0.2353,8,443.454,443.1027658,0.453657303,427.326,4.6472,111.5929,0.142857143,158,0.415920626,-0.355760342,79.8,1.032258065,1.412842571,1210.597363,-3.53,12809583.4,8.683155376,178.712638,0,4.794537184,32.59214472,0,21.08852187,60.79414719,12.82961564,-4.420580505,22.80321787,25.81491935,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-132,445.47,445.1,4.112,445.5,2,6,71.84,0.2353,8,445.47,445.1184159,0.455442128,427.326,4.5907,112.7689,0.19047619,160,0.415920626,-0.355846942,71.84,1.129032258,1.418263467,1231.211383,-3.4,12159010.62,8.383625731,179.277064,0,9.476340119,32.59214472,7.047671983,20.67164299,54.72778012,12.83497387,-4.416954596,17.67165939,20.71623754,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-133,443.454,443.1,4.199,443.4,2,6,79.8,0.2353,8,443.454,443.1027658,0.453657303,427.326,4.6472,111.5929,0.142857143,158,0.415920626,-0.354186092,79.8,1,1.412842571,1210.597363,-3.53,12809583.4,8.683155376,178.7441844,5.824404498,4.794537184,32.59214472,0,20.85911529,60.92462369,12.82924185,-4.421026548,28.62762237,25.58551277,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-134,443.454,443.1,4.199,443.4,2,6,79.8,0.2353,8,443.454,443.1027658,0.453657303,427.326,4.6472,111.5929,0.142857143,158,0.415920626,-0.357292074,79.8,1,1.412842571,1210.597363,-3.53,12809583.4,8.683155376,178.7441844,6.327320075,4.794537184,32.59214472,0,20.85911529,61.1855767,12.82998943,-4.420134463,22.80321787,25.58551277,31,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4
00YRB22-059-135,446.458,446.1,3.612,446.4,2,7,84.73,0.2647,9,446.458,446.1136648,0.449175104,429.322,3.9487,110.7459,0.2,160,0.415920626,-0.359692758,84.73,1.096774194,1.377454684,1189.323742,-3.47,13885137.41,8.72034143,178.496712,12.65464015,4.794537184,32.59214472,0,32.20037792,55.11920963,12.8271324,-4.418031274,24.2164158,25.81491935,31,2,7,0,0,0,2,2,4,7,2,11,7,0,0,0,4
00YRB22-059-136,446.458,446.1,3.612,446.4,2,7,84.73,0.2647,9,446.458,446.1136648,0.449175104,429.322,3.9487,110.7459,0.2,160,0.415920626,-0.359625402,84.73,1.161290323,1.377454684,1189.323742,-3.47,13885137.41,8.72034143,178.4651656,0,9.476340119,32.59214472,0,32.4297845,54.85825662,12.82681606,-4.418405061,24.2164158,25.92962263,31,2,7,0,0,0,2,2,4,7,2,11,7,0,0,0,4
00YRB22-059-137,455.505,455.1,5.325,455.5,2,4,54.02,0.2286,8,455.505,455.1279179,0.365836021,435.345,6.16562,120.7399,0.166666667,164,0.415920626,-0.357410103,54.02,0.96875,1.40554669,1249.572011,-3.39,18190609.11,8.999076628,186.6698306,0,4.794537184,32.59214472,0,10.89115825,66.73003775,12.85208563,-4.414262803,17.67165939,39.883024,32,2,4,0,0,0,3,1,4,4,2,8,6,0,0,0,4
00YRB22-059-138,455.505,455.1,5.325,455.5,2,4,54.02,0.2286,8,455.505,455.1279179,0.365836021,435.345,6.16562,120.7399,0.166666667,164,0.415920626,-0.357399661,54.02,1,1.419559762,1266.822011,-3.39,18479916.55,8.999076628,186.6698306,0,4.794537184,32.59214472,0,10.89115825,66.73003775,12.85583419,-4.41450712,17.67165939,34.67402707,32,2,4,0,0,0,3,1,4,4,2,8,6,0,0,0,4
00YRB22-059-139,455.505,455.1,5.325,455.5,2,4,54.02,0.2286,8,455.505,455.1279179,0.365836021,435.345,6.16562,120.7399,0.166666667,164,0.415920626,-0.35740993,54.02,0.96875,1.412381278,1266.822011,-3.39,17838306.38,8.999076628,186.6698306,0,4.794537184,32.59214472,0,10.89115825,66.73003775,12.85381157,-4.41437546,17.67165939,21.6839228,32,2,4,0,0,0,3,1,4,4,2,8,6,0,0,0,4
00YRB22-059-140,486.541,486.1,3.467,486.5,3,7,100.2,0.3235,11,486.541,486.1007172,0.401565256,465.373,3.5963,118.1874,0.3,172,0.415920626,-0.361438858,100.19,1.125,1.573396323,1210.26551,-2.7,9795198.835,9.838972519,186.6532587,0,4.794537184,42.61543587,0,38.65423723,42.46456948,12.82072136,-4.437315339,41.28549662,20.33965059,32,3,7,0,0,0,2,1,3,6,3,12,9,0,0,0,3
00YRB22-059-141,467.423,467.1,4.135,467.4,2,6,71.84,0.2286,8,467.423,467.0839222,0.363373059,453.311,5.5803,108.9969,0.15,166,0.415920626,-0.347961066,71.84,1.15625,1.443228371,1266.739536,-3.54,17693320.09,8.535417026,181.2431927,0,4.794537184,38.279531,0,20.67164299,54.85825662,12.82101533,-4.457235344,36.84427131,20.71623754,32,2,6,0,0,0,2,2,4,6,2,12,6,0,0,0,4
00YRB22-059-142,486.541,486.1,2.773,486.5,2,7,91.4,0.2941,10,486.541,486.1007172,0.508282813,465.373,3.5484,118.1977,0.3,172,0.415920626,-0.360413126,91.4,1.15625,1.633010529,1224.298181,-2.7,9602256.098,9.42734603,186.8632301,0,4.794537184,42.61543587,0,50.0071252,42.46456948,12.82407544,-4.444823895,21.77516218,15.61755573,32,2,7,0,0,0,2,1,3,6,2,12,8,0,0,0,3
00YRB22-063-001,366.321,366.1,1.413,366.3,1,8,105,0.1538,4,366.321,366.0609606,0.782020492,353.217,0.5144,73.0396,0.583333333,132,0.457636736,-0.349960246,104.98,1.333333333,1.711743153,755.3165201,-1.79,267655.9177,5.634814337,134.5529294,0,0,15.73497616,11.07361877,58.5621049,28.77220342,12.72139995,-4.985618643,0,19.96125835,24,1,8,0,2,2,0,1,1,7,1,12,3,0,1,1,3
00YRB22-063-002,443.241,442,2.345,443.2,1,6,79.2,0.1481,4,443.241,441.9809747,0.779079892,429.129,2.4869,85.1496,0.5,138,0.457636736,-0.349960246,79.2,1.32,1.713767297,797.2900403,-1.17,376885.0726,6.21781296,149.9811811,0,0,31.66492005,11.07361877,48.59414786,38.78938399,12.76668698,-4.972179568,6.420821623,25.92324521,25,1,6,0,2,2,1,0,1,5,1,11,3,0,1,1,3
00YRB22-063-003,354.31,354.1,0.866,354.3,2,8,107.9,0.16,4,354.31,354.0609606,0.819280787,341.206,0.4475,69.5953,0.636363636,128,0.457636736,-0.349960246,107.88,1.47826087,1.701305165,718.1300949,-1.66,167694.652,5.175587687,128.5424419,0,0,15.73497616,11.07361877,58.5621049,22.70583635,12.69068924,-4.974542542,6.420821623,19.96125835,23,2,8,0,2,2,0,1,1,6,2,12,3,0,1,1,3
00YRB22-063-004,421.422,421,2.205,421.4,1,7,92.09,0.1333,4,421.422,421.0377826,0.821431715,407.31,2.3341,90.6276,0.466666667,146,0.457636736,-0.349960246,92.09,1.37037037,1.50768547,1020.728779,-1.76,1480435.232,6.123069827,155.6553092,0,0,37.28838267,11.07361877,53.57812638,33.76083668,12.84811402,-4.980591332,11.93752234,14.97727983,27,1,7,0,2,2,1,1,2,7,1,12,3,0,1,1,4
00YRB22-063-005,404.37,404.1,1.572,404.4,2,8,107.9,0.1333,4,404.37,404.0766106,0.808071537,389.25,1.6007,87.1013,0.466666667,146,0.457636736,-0.349960246,107.88,1.37037037,1.50768547,1019.483667,-2.18,1480435.232,5.908304471,151.19256,0,5.098681808,26.63790109,11.07361877,58.79151147,34.44714098,12.84187819,-4.98350882,17.32374656,20.19066493,27,2,8,0,2,2,1,1,2,6,2,12,3,0,1,1,4
00YRB22-063-006,405.354,405.1,1.839,405.3,1,8,105.2,0.1333,4,405.354,405.0606262,0.835900628,391.242,1.8656,85.0166,0.466666667,146,0.457636736,-0.356301802,105.23,1.333333333,1.50768547,1019.119139,-2.18,1480435.232,5.908304471,150.7606315,0,0,26.70422051,11.07361877,53.75081111,38.97023592,12.82618843,-4.98942598,10.96924436,15.14996457,27,1,8,0,2,2,1,1,2,7,1,12,3,0,1,1,4
00YRB22-063-007,404.37,404.1,1.618,404.4,1,8,96.5,0.1333,4,404.37,404.0766106,0.833723354,389.25,1.3721,86.1996,0.466666667,146,0.457636736,-0.349960246,96.5,1.333333333,1.532703426,1019.483667,-2.18,1499119.608,5.908304471,151.4514418,5.647177221,4.400694606,21.38215338,11.07361877,57.97882098,40.77446105,12.92119036,-4.986972836,5.647177221,14.97727983,27,1,8,0,2,2,0,2,2,7,1,12,3,0,1,1,4
00YRB22-063-008,408.402,408.1,1.712,408.4,1,8,97.02,0.1333,4,408.402,408.1079107,0.812252059,389.25,1.2572,86.1726,0.733333333,150,0.457636736,-0.349960246,97.02,1.296296296,1.494497852,882.1134858,-1.66,1499119.608,6.17461976,153.2063507,5.824404498,0,15.73497616,11.07361877,58.14522602,16.37851628,12.97917222,-4.97293758,12.96557803,14.97727983,27,1,8,0,3,3,0,1,1,7,1,12,3,0,1,1,4
00YRB22-063-009,444.229,443,1.772,444.2,1,7,92.09,0.1481,4,444.229,442.9762237,0.769172773,431.125,1.8819,82.9446,0.538461538,138,0.457636736,-0.349960246,92.09,1.4,1.713767297,799.7324054,-1.24,376885.0726,6.179723727,149.2008291,0,0,31.66492005,11.07361877,53.57812638,32.98396993,12.75842252,-4.982179568,4.472719516,30.90722373,25,1,7,0,2,2,0,1,1,6,1,12,3,0,1,1,3
00YRB22-063-010,406.426,406.1,2.734,406.4,1,6,79.2,0.1379,4,406.426,406.1174128,0.83714531,385.258,2.64966,91.6606,0.588235294,150,0.457636736,-0.349960246,79.2,1.259259259,1.791652206,874.9249724,-1.65,745498.294,6.455325601,155.2084598,0,0,15.73497616,11.07361877,48.59414786,22.18393034,13.05989406,-4.973471726,17.54772461,9.99330131,27,1,6,0,2,2,1,0,1,5,1,10,3,0,1,1,3
00YRB22-065-001,370.393,370.1,2.106,370.4,1,6,79.2,0.1538,4,370.393,370.1174128,0.824140261,349.225,1.998,79.6146,0.928571429,138,0.457636736,-0.349960246,79.2,1.208333333,1.63950758,615.9993188,-0.87,267655.9177,6.135388791,138.2403608,0,0,15.73497616,11.07361877,53.84408589,5.155712727,12.7594297,-4.939766732,19.26246487,9.99330131,24,1,6,1,2,3,0,0,0,5,1,10,3,1,1,2,3
00YRB22-063-012,400.325,400.1,1.95,400.3,1,6,79.2,0.1429,4,400.325,400.051619,0.787693076,387.221,2.0026,77.3656,0.5,144,0.457636736,-0.349960246,79.2,1.230769231,1.749472244,837.133374,-1.79,516172.9698,6.132022291,144.4447043,11.63444168,0,15.73497616,11.07361877,48.59414786,28.25029741,13.27185257,-5.053859002,18.19910121,9.99330131,26,1,6,0,2,2,1,0,1,5,1,12,3,0,1,1,3
00YRB22-063-013,400.325,400.1,1.95,400.3,1,6,79.2,0.1429,4,400.325,400.051619,0.787693076,387.221,2.0026,77.3656,0.5,144,0.457636736,-0.349960246,79.2,1.269230769,1.776481217,837.133374,-1.79,538221.1103,6.132022291,144.4447043,11.63444168,0,15.73497616,11.07361877,48.59414786,28.25029741,13.78281166,-5.070522225,0,9.99330131,26,1,6,0,2,2,1,0,1,5,1,12,3,0,1,1,3
