,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,-0.17778310776404832,-0.18729684425313592,1.4306577919616,-1.595454691994219,-0.17941197120109031,-0.033726305715137656,-0.08091215540043188,0.2552573105108332,-0.4434033897846629,-0.3149917300357293,-0.06407531603624099,-0.9568722531613211,-0.8427982147136917,-0.9486885512701517,1.4882040213115066,-0.06181493896661031,-0.30368125063384205,-0.18100023354806852,-1.2084292977599718,-0.03426458357170476,1.2245419567121099,-0.4559780118901655,0.5994471460327888,-0.48531179673938507,0.43494035681021903,0.9460068322336309,-0.04222502594348385,-0.858150303532667,-0.5004837722128945,-0.3268881170932019,-1.1239637637577797,-0.23349791561327632,1.6387381366133642,1.5350929563342273,0.41321683494079814,-2.008393504382009,-1.38120293219424,-1.5767915114261633,-0.311434947592533,-0.7263641612558818,-1.1265988829586413,-0.20506080634040647,1.1619708901534604,1.0528277199388199,0.043994168255924615
